,token,valid,no_at_fault_collisions_stage_one,drivable_area_compliance_stage_one,driving_direction_compliance_stage_one,traffic_light_compliance_stage_one,ego_progress_stage_one,time_to_collision_within_bound_stage_one,lane_keeping_stage_one,history_comfort_stage_one,two_frame_extended_comfort_stage_one,no_at_fault_collisions_stage_two,drivable_area_compliance_stage_two,driving_direction_compliance_stage_two,traffic_light_compliance_stage_two,ego_progress_stage_two,time_to_collision_within_bound_stage_two,lane_keeping_stage_two,history_comfort_stage_two,two_frame_extended_comfort_stage_two,score
30,2fb3e2d50e23c577b,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6722906630324286,1.0,0.0,1.0,1.0,0.7725908321976339
31,38fd2f329eb063f83,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7089698507495634,1.0,0.0,1.0,1.0,0.7840530783592385
32,053755e0b8f0dd052,True,,,,,,,,,,0.0,1.0,1.0,1.0,0.5305488063430217,0.0,0.0,1.0,0.0,0.0
33,ceb646b2fba95ebf9,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9358721528987994,1.0,0.0,1.0,0.0,0.7299600477808748
34,735bf126af1875fe2,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
35,50da2cb15a6c805e6,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,d4bddc4246b475541,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6985156137754731,1.0,0.0,1.0,0.0,0.6557861293048354
37,a43ef1df0d28a30db,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
38,86cf77209e00173f3,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
39,e3be3af3b3213f65e,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40,1e33e12832b3a171e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7851473530661172,1.0,0.0,1.0,0.0,0.6828585478331616
41,594f782a45aefdedc,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
42,81742324c5b46cc6f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6922614324220865,1.0,0.0,1.0,1.0,0.7788316976319021
43,7e1f129d7bf7e7065,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7546802580278786,1.0,1.0,1.0,1.0,0.9233375806337121
44,c0581b1e56946d6c1,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.49069000550486747,0.0,0.0,1.0,1.0,0.40334062672027104
45,4ff48fa4e19774be7,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.4963640345391743,1.0,0.0,1.0,1.0,0.717613760793492
46,230446b36041db9de,True,,,,,,,,,,0.0,1.0,1.0,1.0,0.6825033807695654,0.0,0.0,1.0,0.0,0.0
47,0eea2180fbf7c0949,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6973770899667315,1.0,0.0,1.0,1.0,0.7804303406146036
48,697882c22eb65ca7,True,1.0,1.0,1.0,1.0,0.4416133944168498,1.0,1.0,1.0,0.0,,,,,,,,,,0.7005041857552656
49,43162b00fe4550b8,True,1.0,1.0,1.0,1.0,0.49971201853662045,1.0,1.0,1.0,0.0,,,,,,,,,,0.718660005792694
50,f24aff9d7884c81d2,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
51,e6319072517f4b675,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.10915047086573676,1.0,1.0,1.0,1.0,0.7216095221455427
52,523e6115068b06a33,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
53,13d3b12e20ec70ec5,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8674765411479313,1.0,1.0,1.0,0.0,0.8335864191087285
54,b83ed44f0a4151018,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
55,16149296d3a6ee433,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
56,77591ae74db6e241c,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,428b6ffe51af1390c,True,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
58,1bb0ace72a38d2201,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.10840459605150764,1.0,1.0,1.0,1.0,0.7213764362660962
59,76e0516677156bad8,True,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
60,3428d82c17d7e5501,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,335b43f5320efd73d,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,2e5eb89b3ec98ed08,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,02a940e77418c19bc,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
64,f038fc7ffdab5bad,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.875
65,c33bb70075e7594c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.0
66,14a48836a583fe310,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
67,ff2677dc137bcd3f7,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8921766588938852,1.0,1.0,1.0,1.0,0.9663052059043391
68,1bd9daba7d7d502b0,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,821ded6741a70217e,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,fe46394908bea81b9,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.887136160669436,1.0,1.0,1.0,0.0,0.8397300502091988
71,70f0bbf667ad7bd9e,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
72,3b32da65a709f23d8,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8352364307170069,1.0,0.0,1.0,1.0,0.8235113845990647
73,3c66eb3d48ad162dc,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
74,7f77d13ba2f205d87,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
75,6a802ffe0ffb0c125,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9428520211482475,1.0,1.0,1.0,1.0,0.9821412566088273
76,79d6ba3b0e13a7f66,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7513119306143876,1.0,1.0,1.0,1.0,0.9222849783169962
77,c28452cccc45f49a1,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
78,1a221329baff3bfe2,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8490662320193518,1.0,1.0,1.0,0.0,0.8278331975060474
79,b32be2ef15c6d9947,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9198384610713757,1.0,1.0,1.0,1.0,0.9749495190848049
80,2da594e725662f7c5,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7161946398062818,1.0,1.0,1.0,1.0,0.911310824939463
81,2f25ad449c40ae04c,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.809873931433942,1.0,0.0,1.0,0.0,0.6905856035731068
82,fa2224428f7eab22f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8402956391079212,1.0,1.0,1.0,0.0,0.8250923872212254
83,a71e198a60b5a7b1b,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
84,376f87b3b2f49949d,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
85,69e3a503f78a651d2,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
86,d5b310b71bd0dd6fd,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
87,cffdc69f30e1aeda2,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,18baf55921621bf61,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9306474936822468,1.0,1.0,1.0,0.0,0.8533273417757021
89,2532060dd97ed7c45,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7757324325042402,1.0,0.0,0.0,0.0,0.554916385157575
90,576158d07f0a09e6b,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8393322648231686,1.0,0.0,1.0,1.0,0.8247913327572403
91,1c9335961ee565478,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8245596521126651,1.0,1.0,1.0,0.0,0.8201748912852078
92,48fecfd582935aac,True,1.0,1.0,1.0,1.0,0.7974326720861874,1.0,1.0,1.0,1.0,,,,,,,,,,0.9366977100269336
93,557a287c11cc5960,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0
94,630be1035e80b768b,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6544186564977064,1.0,1.0,1.0,1.0,0.8920058301555333
95,6ad5915978b38db9e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5175852655637703,1.0,0.0,1.0,0.0,0.5992453954886783
96,2d56e1301f6cafa55,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5625
97,d6e3a8fc354d62753,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
98,5fe5ada2e768e26b3,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
99,fc6b7a66f2b28cca4,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
100,3c71818855c39904e,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
101,d10399f19fe745cd8,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
102,9b67c7e02ccf82bac,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
103,558bb29151a7f95b1,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
104,d015a262e6ee504bb,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
105,0c57f2adbbbdf0401,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
106,a2d247bf6cbf13f7c,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
107,cbf6dd30a0ed348b8,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
108,15b6de5b6b812b547,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6669303710295963,1.0,1.0,1.0,1.0,0.8959157409467489
109,f39b90bb6aa1bbac7,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
110,0f32999a6e12e6b4f,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
111,4de6ba672dc37ec25,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
112,7878266af5a97d7ce,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
113,110d0d3e6fdd95bda,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
114,b60afdbc7cc65971,True,1.0,1.0,1.0,1.0,0.8480185901313024,1.0,1.0,1.0,0.0,,,,,,,,,,0.827505809416032
115,dded75c35039515f,True,1.0,1.0,1.0,1.0,0.9259328897389826,1.0,1.0,1.0,0.0,,,,,,,,,,0.8518540280434321
116,991eb7f9b9b5d6f2f,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
117,e1a05afadd29c9d52,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
118,f874994b902ae45d7,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9231305092238856,1.0,0.0,1.0,0.0,0.7259782841324642
119,5c24c6bed91b159e3,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
120,1138b571e8fbaaad9,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8335733521168609,1.0,1.0,1.0,0.0,0.8229916725365191
121,ca9875b6ae5e08eed,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9376154457665189,1.0,0.0,1.0,0.0,0.7305048268020371
122,bbf03fd14411cf3b3,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
123,30123728ead1b4804,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
124,699104c386f974829,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
125,2afbbdc8bf9e5efe2,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4375
126,83162d3d6d41557e9,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4375
127,c6b07c5dde1ec90c2,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8854706509203928,1.0,0.0,1.0,0.0,0.7142095784126228
128,5fe4444b0088c0e14,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.79350093394161,1.0,1.0,1.0,0.0,0.8104690418567532
129,21ef36d866be6b411,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8386900758231021,1.0,0.0,1.0,0.0,0.6995906486947194
130,76b708c365e45536,True,1.0,1.0,1.0,1.0,0.7852855004599554,1.0,1.0,1.0,1.0,,,,,,,,,,0.9329017188937361
131,2033fff7b44e56db,True,1.0,1.0,1.0,1.0,0.6833902518420677,1.0,1.0,1.0,1.0,,,,,,,,,,0.9010594537006462
132,fb498b2bdc72e8f69,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
133,a5fd097616c7708db,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
134,703b1c2f2088dc549,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
135,de3881c003667e53e,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
136,6029879ac957933a1,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6715963876388764,1.0,1.0,1.0,0.0,0.7723738711371488
137,6d11863653324dee3,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
138,baf1cc49f4250c41a,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
139,13f2d7e9ace73e420,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
140,a33fa10f772275b4a,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
141,6facf1979a5a3837b,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
142,e87f91497184fed2b,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
143,96e86e9c0ae1056bf,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
144,c5b585ddf50d5f1f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0
145,6b2cda5004dc5df9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0
146,9e892c78dc283445e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8482040829825792,1.0,1.0,1.0,0.0,0.827563775932056
147,30b4066d1794ea8ff,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
148,145a730c9e1e596f5,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
149,d20185ecb7a02769a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9753359920612931,1.0,1.0,1.0,1.0,0.992292497519154
150,da72d5ca0828d5a3d,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6137018196995219,1.0,1.0,1.0,1.0,0.8792818186561006
151,554adddfca63d6fe8,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
152,2c253de40b51a352a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7261343703487103,1.0,1.0,1.0,0.0,0.789416990733972
153,7af1b1dbb5689cb43,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9293932765935328,1.0,1.0,1.0,0.0,0.852935398935479
154,b1606575e4b94f15c,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,594bcaa89ef7fc267,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9329225499167931,1.0,1.0,1.0,0.0,0.8540382968489979
156,d25e0e0e384818845,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8467581870834496,1.0,1.0,0.0,0.0,0.702111933463578
157,eb1f907b28806d98c,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
158,7133408c5a1a6f3bf,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8765646639054607,1.0,1.0,1.0,0.0,0.8364264574704565
159,bb22e24798c605096,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8781697776659921,1.0,1.0,1.0,0.0,0.8369280555206225
160,5cd160daac2e582eb,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
161,e472efc62c061addf,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.923843030197865,1.0,1.0,1.0,0.0,0.8512009469368328
162,b6d61abe346b88db3,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9207187464260981,1.0,1.0,1.0,0.0,0.8502246082581557
163,fd21a94f937e1535f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.641242724634441,1.0,1.0,1.0,0.0,0.7628883514482628
164,525d0548f3cf8685b,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6365792511366333,1.0,1.0,0.0,0.0,0.6364310159801979
165,3d093356af980da3c,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7285329731563018,1.0,1.0,1.0,1.0,0.9151665541113443
166,1a5fb4f0990893f71,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8467581870834496,1.0,1.0,0.0,0.0,0.702111933463578
167,152d0a2d7a121ac40,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.867328689974493,1.0,1.0,1.0,0.0,0.8335402156170291
168,cdb408bfe8cbbd8b3,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6365792511366333,1.0,1.0,0.0,0.0,0.6364310159801979
169,2c1190d3b505388dd,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9664924799813653,1.0,1.0,1.0,0.0,0.8645288999941767
170,ce2057b130f4218b8,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
171,c0ae3c7041a387641,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
172,6081eace5dbab1fce,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9074399027672653,1.0,1.0,1.0,0.0,0.8460749696147705
173,ff268d62e1e2110ec,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8752915239633058,1.0,0.0,1.0,1.0,0.8360286012385331
174,5dfd054f0a5ff50d9,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4375
175,03765fd57aa87ab53,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
176,096db7931a7697382,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9897747335434015,1.0,1.0,1.0,1.0,0.996804604232313
177,d73385f96b3a8b16d,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8412423521711814,1.0,1.0,1.0,0.0,0.8253882350534942
178,e70eb6c2ef34c64ec,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
179,d4c12619399c7d2e4,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8749872834768571,1.0,0.0,1.0,1.0,0.8359335260865178
180,1056c520c5f8da5e9,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
181,86d3c9d6518530872,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9632825032028687,1.0,1.0,1.0,0.0,0.8635257822508965
182,59837e4159b9ac2a4,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
183,767cefbd4e52c83e0,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8863596167539044,1.0,0.0,1.0,0.0,0.7144873802355951
184,843dea321ea12e93c,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
185,e0d627ef80faeebd6,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9037636094517397,1.0,1.0,1.0,0.0,0.8449261279536686
186,1a707ed0d7ba541d,True,1.0,1.0,1.0,1.0,0.6555156078689487,1.0,1.0,1.0,0.0,,,,,,,,,,0.7673486274590464
187,ac55c7f072c6528d,True,1.0,1.0,1.0,1.0,0.44308038393102994,1.0,1.0,1.0,0.0,,,,,,,,,,0.7009626199784469
188,57226182464088f5d,True,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
189,7db61b66f69a92843,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.17992396901678676,1.0,1.0,1.0,0.0,0.6187262403177458
190,60bf68aa5fc67729a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.18116517735677953,1.0,1.0,1.0,0.0,0.6191141179239936
191,3efd4f33e21321aca,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9326431767111238,1.0,1.0,1.0,0.0,0.8539509927222262
