,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
18,0b5b1309df2f5627,True,1.0,0.0,1.0,1.0,0.8727109439806169,1.0,1.0,1.0,1.0,0.0
19,6894aab92b0058dd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,ac0fb7997f4e5106,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
21,435eadb0f1fe5b49,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
22,0c318d7923d15b78,True,1.0,1.0,1.0,1.0,0.7674357635709783,1.0,1.0,1.0,,0.9169413441324922
23,ae07b0ef14e25e47,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,412e722526585e4a,True,1.0,1.0,1.0,1.0,0.8252429386782311,1.0,1.0,1.0,1.0,0.9453884183369472
25,c9b12b21fa7c57fd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
26,4020785f2bf55d0b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
27,2a8b9c88615450a8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,868b74972b4c59fd,True,1.0,1.0,1.0,1.0,0.8298459319915208,1.0,1.0,1.0,1.0,0.9468268537473503
29,5ee6f86b7dec5484,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,2e21fba9a22851ae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,24d02c4c2a325f01,True,1.0,1.0,1.0,1.0,0.90798384983038,1.0,1.0,1.0,1.0,0.9712449530719938
32,473a047c10f45ef3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,135ae32b6edc55c5,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
34,4606b66d9fe75354,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,974a70027f8f593c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,cddadd26002959f4,True,1.0,1.0,1.0,1.0,0.791573386794895,1.0,1.0,1.0,1.0,0.9348666833734047
37,2087ff145dae502d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,d6fc32608ecc581c,True,1.0,1.0,1.0,1.0,0.9935483693051504,1.0,1.0,1.0,0.0,0.8729838654078594
39,812464919a4f5362,True,1.0,1.0,1.0,1.0,0.9724442443656915,1.0,1.0,1.0,0.0,0.8663888263642786
40,34f30283d3bd53ec,True,1.0,1.0,1.0,1.0,0.8965804064386916,1.0,1.0,1.0,,0.9630644308709613
41,808e5edcddce51c3,True,1.0,1.0,1.0,1.0,0.8503922856602936,1.0,1.0,1.0,0.0,0.8282475892688417
42,e57f09cee57d5ee1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,6370add5182e51b7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,ff5e13b14d735e52,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
45,d5407856a57357ce,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,fe703fbf263151f2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,210e056a17d1522d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,ab2b84d310be5bed,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
49,d9fdaff6c17659bc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
50,e96f254899095cf1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,260c9a75f6e05785,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,431ae29947e95c26,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
53,1e241714a35658ff,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,35f226ec4cac52fc,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
55,453bdd4f77af5c90,True,1.0,1.0,1.0,1.0,0.8140123964424132,1.0,1.0,1.0,0.0,0.8168788738882542
56,4b594a8e80915943,True,1.0,1.0,1.0,1.0,0.9577384880879869,1.0,1.0,1.0,,0.9849066028885668
57,91defa409f0254d5,True,1.0,1.0,1.0,1.0,0.9401961469808972,1.0,1.0,1.0,1.0,0.9813112959315304
58,5d3e45ad38ef5b9c,True,1.0,1.0,1.0,1.0,0.8990258893601772,1.0,1.0,1.0,,0.9639378176286347
59,2c67391395c65d6a,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
60,23d70775af9754e8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,80ae73dfb4c45e8d,True,1.0,1.0,1.0,1.0,0.8719578243885797,1.0,1.0,1.0,0.0,0.8349868201214312
62,6884907db45c5cad,True,1.0,1.0,1.0,1.0,0.9204402612669497,1.0,1.0,1.0,1.0,0.9751375816459218
63,e8f5c2714bfe5213,True,1.0,1.0,1.0,1.0,0.852704705257671,1.0,1.0,1.0,0.0,0.8289702203930222
64,93c36f72811852d3,True,1.0,1.0,1.0,1.0,0.8776707291623151,1.0,1.0,1.0,1.0,0.9617721028632235
65,e805310ff3055efa,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,ed98a4566ea95092,True,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67,5f2c3f928abe5f5b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
68,901722c88ebf50ea,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
69,45e8b10f95925c47,True,1.0,1.0,1.0,1.0,0.8591149608676806,1.0,1.0,1.0,0.0,0.8309734252711503
70,a25711b4fdcc50df,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,534431abbbd75d4f,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
72,a371624958cb52ea,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0
73,f10d0ad9103c5495,True,1.0,1.0,1.0,1.0,0.8718746857195449,1.0,1.0,1.0,0.0,0.8349608392873578
74,14d171fcb9295596,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
75,5a4709a2348f58a7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,52de85cf514f5afd,True,1.0,1.0,1.0,1.0,0.9537375522455396,1.0,1.0,1.0,1.0,0.9855429850767311
77,08e8092f5e66571f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
78,1d7fd5ffc1e3571c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,0af464147919575d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,bff29edb43425586,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,74a8e53c9a6f50a3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
82,82cd122751085a80,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
83,2025f4a272e15733,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,f7103dfe59a959be,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,de31419c6502517b,True,1.0,1.0,1.0,1.0,0.5605292622862721,1.0,1.0,1.0,0.0,0.73766539446446
86,4a919f7ea2f65200,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
87,cf3b00d5d2b953d3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,61e0ce212ed75a50,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
89,cdec001a2536542c,True,1.0,1.0,1.0,1.0,0.9004221246088806,1.0,1.0,1.0,1.0,0.9688819139402751
90,9f97b9c20ffc50b5,True,1.0,1.0,1.0,1.0,0.6041847527362859,1.0,1.0,1.0,0.0,0.7513077352300893
91,88642e4f16be55bd,True,1.0,1.0,1.0,1.0,0.9823537268594392,1.0,1.0,0.0,0.0,0.7444855396435748
92,a1665c3aeb8f551f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
93,2928cfbed3d15000,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,e0388cc13b635cd7,True,1.0,1.0,1.0,1.0,0.7746686385969414,1.0,1.0,1.0,1.0,0.9295839495615441
95,454e63f98e365a3a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,1b35b775c4a95647,True,1.0,1.0,1.0,1.0,0.6880486924409942,1.0,1.0,1.0,0.0,0.7775152163878107
97,4c775cb227b0519d,True,1.0,1.0,1.0,1.0,0.7440610995495938,1.0,1.0,1.0,,0.9085932498391406
98,e7d1f889fc4d5309,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
99,1eff566e627f56b9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,8e0ecc2622425ef0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
101,8c1e2438ad5f514a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
102,6fed9368351f54d5,True,1.0,1.0,1.0,1.0,0.7999692123624577,1.0,1.0,1.0,1.0,0.937490378863268
103,fda9b858e7e4588f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,33c925ac7b905e8f,True,1.0,1.0,1.0,1.0,0.7579761393876064,1.0,1.0,1.0,0.0,0.799367543558627
105,552fd48bfce35a20,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
106,026e7b1e0e335625,True,1.0,1.0,1.0,1.0,0.7339747600746643,1.0,1.0,1.0,1.0,0.9168671125233326
107,4ccc9e33aa795ef1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
108,d44e6abed19b5ba5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,08b29b05bc4650f8,True,1.0,1.0,1.0,1.0,0.7057966797695286,1.0,1.0,1.0,1.0,0.9080614624279777
110,ac45c0d29f1e5d76,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,74df9f9decc45b84,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
112,067d731005885300,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.8571428571428571
113,616812339ccb533e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,218adf8c450058eb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
115,8b3423345f3657b0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
116,59a1d448fbdf53f6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,b354451e4f8859f9,True,1.0,1.0,1.0,1.0,0.8782757466711788,1.0,1.0,1.0,0.0,0.8369611708347433
118,a59aff81f75759ff,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
119,571bb034360052d9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,490475b585895e0e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
121,d715fbc6ea0551f8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
122,5ae3a0ab54a950d7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,2d305230053e5e19,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,a8a10f07becb5a55,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,11094634534c53fd,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
126,642ba15d21c05f4e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
127,96bf2644106456f6,True,1.0,1.0,1.0,1.0,0.6640100197537518,1.0,1.0,1.0,0.0,0.7700031311730474
128,6fbe0e06902e5304,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
129,b2c0a19be09f5b76,True,1.0,1.0,1.0,1.0,0.7230380247376064,1.0,1.0,1.0,1.0,0.913449382730502
130,61232ab3e2085282,True,1.0,1.0,1.0,1.0,0.7739661561478368,0.0,1.0,1.0,0.0,0.491864423796199
131,4655358777d95867,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,71217bf1294b5c4b,True,1.0,1.0,1.0,1.0,0.9682670142246494,1.0,1.0,1.0,1.0,0.9900834419452029
133,78b4153a6d3e5b33,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
134,ed02d0df47ca55e7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
135,9933a1df50ff5919,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
136,9d87610ffed85509,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
137,de28290571ec523a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,4158d702c66351d4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,51d961409a285653,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
140,fae990c38c515aa9,True,1.0,1.0,1.0,1.0,0.7092923915333247,1.0,1.0,1.0,1.0,0.9091538723541639
141,97fcdcd35af7563b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
142,5b21d7acaa545a46,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,b204289cd95c59b5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,090af86f693c507b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
145,6e821a856fe45177,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,4b5fd21bc8bd5a8b,True,1.0,1.0,1.0,1.0,0.6595105312663189,1.0,1.0,1.0,0.0,0.7685970410207247
147,2aa9dce62cd75fce,True,1.0,1.0,1.0,1.0,0.9690043389489249,1.0,1.0,1.0,1.0,0.990313855921539
148,3f664a7d5f5e5bba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
149,d08c7fa247395729,True,1.0,1.0,1.0,1.0,0.9680306712091091,1.0,1.0,1.0,0.0,0.8650095847528466
150,ad702ac65d8754bb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,c5dfe79ae983556a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,892904870078578a,True,1.0,1.0,1.0,1.0,0.9178648302048268,1.0,1.0,1.0,1.0,0.9743327594390083
153,e41f13ed67485c54,True,1.0,1.0,1.0,1.0,0.9577374987181937,1.0,1.0,1.0,1.0,0.9867929683494355
154,3a84cbdfcbf554a6,True,1.0,1.0,1.0,1.0,0.8994039827736685,1.0,1.0,1.0,1.0,0.9685637446167714
155,bcd26bf1bf055164,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
156,7fcd3691c57b5f49,True,1.0,1.0,1.0,1.0,0.8631717264371249,1.0,1.0,0.0,0.0,0.5822411645116015
157,10ffaee1fe81544d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
158,dd9b1479609c5c59,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
159,583f7d0d8b27513c,True,1.0,1.0,1.0,1.0,0.9888087607279801,1.0,1.0,1.0,0.0,0.8715027377274938
160,cc6022c226c15d80,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
161,2115792748a75f88,True,1.0,1.0,1.0,1.0,0.7611840840381169,1.0,1.0,1.0,1.0,0.9253700262619116
162,20f825e0d33a5160,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,8d9d0d3caa9b5905,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
164,e5caf6d750415ee7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
165,1bb7bab27d1552f5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,41d7b533797c5209,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
167,c50b9b8950ba5347,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
168,aa4430320c3151e3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,73e0459194ce577f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,29efe3c61a4a580f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,47bc25abb0705dc9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
172,9c1e8e69c7cd537b,True,1.0,1.0,1.0,1.0,0.9813110604371665,1.0,1.0,1.0,1.0,0.9941597063866146
173,ef7822ee7fa35042,True,1.0,1.0,1.0,1.0,0.6938769976494146,1.0,1.0,1.0,0.0,0.7793365617654421
174,a41f538fa8e25be0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
175,2b5dabfa534156c0,True,1.0,1.0,1.0,1.0,0.6745562185554519,1.0,1.0,1.0,0.0,0.7732988182985787
176,fbe55fdc31135ad5,True,1.0,1.0,1.0,1.0,0.9423266656339011,1.0,1.0,0.0,0.0,0.731977083010594
177,1893fb783df95146,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
178,73b4c0560bd85b5e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
179,673cfe7af7db5911,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,0f97d412a94255ac,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,8d83f07bed9d5f6a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,785a51e5263b5bec,True,1.0,1.0,1.0,1.0,0.7973276906013484,1.0,1.0,1.0,0.0,0.8116649033129214
183,3a8a3a691f4450b5,True,1.0,1.0,1.0,1.0,0.9898141829452705,1.0,1.0,1.0,1.0,0.996816932170397
184,c8df3a922f9d5550,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,dcb8fbfc6c1d5fd6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
186,9215555823945665,True,1.0,1.0,1.0,1.0,0.70365486447521,1.0,1.0,1.0,0.0,0.7823921451485031
187,45878940b52550ea,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,e83be8437b0c5862,True,1.0,1.0,1.0,1.0,0.9844459613717194,1.0,1.0,1.0,,0.9944449862041854
189,fca1702dec8a50c6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,0f65bd2bac90534a,True,1.0,1.0,1.0,1.0,0.9382802875175522,1.0,1.0,1.0,0.0,0.855712589849235
191,55a584a116ec5e6d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,7fb4ab2c7e8c527f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,81d893bd99de519b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,c86e7d3c0dfb57bd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,87751a071a7e50a4,True,1.0,1.0,1.0,1.0,0.97519216385889,1.0,1.0,1.0,0.0,0.8672475512059031
196,d8effdc24c235d3f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,70d3c6183c525745,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,644b16fd65f956b8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
199,1df1903e5bcd5036,True,1.0,1.0,1.0,1.0,0.7106782819667711,1.0,1.0,1.0,0.0,0.784586963114616
200,7e5bb23808a850ca,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,44062179c5b350bc,True,1.0,1.0,1.0,1.0,0.9907018429572382,1.0,1.0,1.0,0.0,0.8720943259241369
202,1983aff496265a16,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
203,c4f21fef5b86535b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,69610203b8c35c96,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
205,368cb65e8fef57b7,True,1.0,1.0,1.0,1.0,0.6634221919105378,1.0,1.0,1.0,,0.8797936399680493
206,a3a47ea11a5e5939,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.8571428571428571
207,76ec850d346b5ca7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,153af25086535f35,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
209,f962927ff5dc518c,True,1.0,1.0,1.0,1.0,0.7640975825510359,1.0,1.0,1.0,0.0,0.8012804945471987
210,14d112b14e9a5d5c,True,1.0,1.0,1.0,1.0,0.7527608402588946,1.0,1.0,1.0,1.0,0.9227377625809046
211,4b563d8a22145ed6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
212,865033089cfd5288,True,1.0,1.0,1.0,1.0,0.6908930545018758,1.0,1.0,1.0,0.0,0.7784040795318362
213,8ee3467219fc5c8a,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
214,d45773d48e4f5fb7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
215,33b5a72931215b30,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
216,8aaf40c869ca574f,True,1.0,1.0,1.0,1.0,0.7606135595938566,1.0,1.0,1.0,1.0,0.9251917373730802
217,9a23e7bc52e657c3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875
218,33b379cc74255b15,True,1.0,1.0,1.0,1.0,0.9995669036048669,1.0,1.0,1.0,1.0,0.9998646573765209
219,5f3fbfc334c0579c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,59e4fc5b37f55556,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
221,08b6a130aaa35629,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
222,463c7c8c669d57cf,True,1.0,1.0,1.0,1.0,0.718175303258682,1.0,1.0,1.0,0.0,0.7869297822683381
223,45102df6530d59e8,True,1.0,1.0,1.0,1.0,0.9558989463715485,1.0,1.0,1.0,1.0,0.9862184207411089
224,0d5496cc08dc50fe,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,f0455664b24358a7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
226,29d982d97d135311,True,1.0,1.0,1.0,1.0,0.9478013468043311,1.0,1.0,1.0,0.0,0.8586879208763535
227,fe800ded24045b44,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
228,025b657634505df3,True,1.0,1.0,1.0,1.0,0.9366314665456841,1.0,1.0,1.0,0.0,0.8551973332955263
229,98017c16248a5f54,True,1.0,1.0,1.0,1.0,0.9057031797604025,1.0,1.0,1.0,,0.8234654213430009
230,054743e97abd5b9c,True,1.0,1.0,1.0,1.0,0.97981925015239,1.0,1.0,1.0,1.0,0.9936935156726219
231,4543fc207fbb553e,True,1.0,1.0,1.0,1.0,0.5762363562060112,1.0,1.0,1.0,0.0,0.7425738613143785
232,c236972435215288,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
233,e18ca78f3c5f5a04,True,1.0,1.0,1.0,1.0,0.9879716545011306,1.0,0.0,1.0,0.0,0.7462411420316033
234,e16ed6e841ee58cd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
235,274fc7077c1b55d4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
